CONTIG	START	END	GC_CONTENT
1	83500001	83750000	0.365984
1	83750001	84000000	0.368200
1	84000001	84250000	0.392080
1	84250001	84500000	0.370520
1	84500001	84750000	0.361248
1	84750001	85000000	0.387824
1	85000001	85250000	0.400392
1	85250001	85500000	0.407584
1	85500001	85750000	0.393912
1	85750001	86000000	0.396320
1	86000001	86250000	0.390288
1	86250001	86500000	0.363884
1	86500001	86750000	0.373548
1	86750001	87000000	0.382564
1	87000001	87250000	0.380576
1	87250001	87500000	0.390484
1	87500001	87750000	0.405448
1	87750001	88000000	0.402324
1	88000001	88250000	0.386348
1	88250001	88500000	0.375148
1	88500001	88750000	0.373220
1	88750001	89000000	0.373968
1	89000001	89250000	0.374324
1	89250001	89500000	0.391636
1	89500001	89750000	0.384112
1	89750001	90000000	0.397136
1	90000001	90250000	0.397164
1	90250001	90500000	0.404676
1	90500001	90750000	0.390440
1	90750001	91000000	0.377420
1	91000001	91250000	0.392492
1	91250001	91500000	0.387348
1	91500001	91750000	0.408200
1	91750001	92000000	0.381928
1	92000001	92250000	0.422660
1	92250001	92500000	0.421252
1	92500001	92750000	0.384428
1	92750001	93000000	0.403980
1	93000001	93250000	0.379160
1	93250001	93500000	0.407228
1	93500001	93750000	0.379308
1	93750001	94000000	0.389656
1	94000001	94250000	0.442456
1	94250001	94500000	0.421560
1	94500001	94750000	0.413708
1	94750001	95000000	0.394656
1	95000001	95250000	0.429460
1	95250001	95500000	0.421084
1	95500001	95750000	0.394416
1	95750001	96000000	0.389792
1	96000001	96250000	0.380508
1	96250001	96500000	0.359044
1	96500001	96750000	0.373216
1	96750001	97000000	0.375140
1	97000001	97250000	0.375280
1	97250001	97500000	0.371880
1	97500001	97750000	0.361604
1	97750001	98000000	0.356728
1	98000001	98250000	0.342880
1	98250001	98500000	0.343588
1	98500001	98750000	0.360468
1	98750001	99000000	0.364740
1	99000001	99250000	0.360828
1	99250001	99500000	0.373652
1	99500001	99750000	0.370836
1	99750001	100000000	0.371132
1	100000001	100250000	0.379844
1	100250001	100500000	0.385136
1	100500001	100750000	0.381984
1	100750001	101000000	0.390148
1	101000001	101250000	0.383028
1	101250001	101500000	0.371564
1	101500001	101750000	0.383188
1	101750001	102000000	0.394048
1	102000001	102250000	0.358916
1	102250001	102500000	0.350924
1	102500001	102750000	0.348228
1	102750001	103000000	0.345344
1	103000001	103250000	0.351760
1	103250001	103500000	0.342148
1	103500001	103750000	0.344924
1	103750001	104000000	0.352930
1	104000001	104250000	0.356248
1	104250001	104500000	0.346288
1	104500001	104750000	0.348576
1	104750001	105000000	0.355180
1	105000001	105250000	0.352864
1	105250001	105500000	0.350188
1	105500001	105750000	0.340676
1	105750001	106000000	0.338828
1	106000001	106250000	0.340952
1	106250001	106500000	0.350956
1	106500001	106750000	0.348680
1	106750001	107000000	0.349276
1	107000001	107250000	0.361028
1	107250001	107500000	0.356884
1	107500001	107750000	0.369476
1	107750001	108000000	0.373692
1	108000001	108250000	0.386640
1	108250001	108500000	0.378128
1	108500001	108750000	0.403480
1	108750001	109000000	0.390760
1	109000001	109250000	0.408272
1	109250001	109500000	0.398720
1	109500001	109750000	0.444532
1	109750001	110000000	0.455480
1	110000001	110250000	0.466304
1	110250001	110500000	0.478380
1	110500001	110750000	0.478596
1	110750001	111000000	0.458336
1	111000001	111250000	0.456904
1	111250001	111500000	0.391224
1	111500001	111750000	0.386776
1	111750001	112000000	0.414672
1	112000001	112250000	0.403048
1	112250001	112500000	0.466200
1	112500001	112750000	0.438040
1	112750001	113000000	0.426080
1	113000001	113250000	0.422872
1	113250001	113500000	0.458976
1	113500001	113750000	0.430696
1	113750001	114000000	0.396740
1	114000001	114250000	0.372876
1	114250001	114500000	0.398308
1	114500001	114750000	0.452060
1	114750001	115000000	0.409520
1	115000001	115250000	0.402768
1	115250001	115500000	0.372788
1	115500001	115750000	0.404616
1	115750001	116000000	0.419152
1	116000001	116250000	0.431572
1	116250001	116500000	0.408040
1	116500001	116750000	0.404808
1	116750001	117000000	0.426004
1	117000001	117250000	0.446116
1	117250001	117500000	0.438796
1	117500001	117750000	0.421192
1	117750001	118000000	0.398688
1	118000001	118250000	0.421672
1	118250001	118500000	0.389488
1	118500001	118750000	0.375888
1	118750001	119000000	0.379828
1	119000001	119250000	0.369268
1	119250001	119500000	0.383312
1	119500001	119750000	0.410284
1	119750001	120000000	0.413984
1	120000001	120250000	0.428020
1	120250001	120500000	0.422992
1	120500001	120750000	0.399735
1	120750001	121000000	0.419401
1	121000001	121250000	0.390098
1	121250001	121500000	0.405710
1	142500001	142750000	0.402959
1	142750001	143000000	0.387257
1	143000001	143250000	0.411308
1	143250001	143500000	0.418900
1	143500001	143750000	0.407760
1	143750001	144000000	0.411880
1	144000001	144250000	0.427835
1	144250001	144500000	0.403894
1	144500001	144750000	0.411619
1	144750001	145000000	0.413972
1	145000001	145250000	0.399436
1	145250001	145500000	0.438472
1	145500001	145750000	0.448276
1	145750001	146000000	0.411030
1	146000001	146250000	0.427905
1	146250001	146500000	0.426325
1	146500001	146750000	0.406856
1	146750001	147000000	0.396976
1	147000001	147250000	0.426128
1	147250001	147500000	0.417780
1	147500001	147750000	0.427648
1	147750001	148000000	0.418480
1	148000001	148250000	0.406820
1	148250001	148500000	0.438603
1	148500001	148750000	0.399238
1	148750001	149000000	0.399491
1	149000001	149250000	0.428179
1	149250001	149500000	0.421875
1	149500001	149750000	0.409611
1	149750001	150000000	0.447864
1	150000001	150250000	0.425216
1	150250001	150500000	0.443892
1	150500001	150750000	0.437544
1	150750001	151000000	0.445612
1	151000001	151250000	0.469504
1	151250001	151500000	0.461268
1	151500001	151750000	0.446988
1	151750001	152000000	0.448636
1	152000001	152250000	0.417000
1	152250001	152500000	0.411952
1	152500001	152750000	0.415396
1	152750001	153000000	0.412048
1	153000001	153250000	0.400956
1	153250001	153500000	0.456780
1	153500001	153750000	0.491880
1	153750001	154000000	0.471404
1	154000001	154250000	0.435852
1	154250001	154500000	0.476224
1	154500001	154750000	0.458464
1	154750001	155000000	0.509996
1	155000001	155250000	0.527692
1	155250001	155500000	0.436416
1	155500001	155750000	0.450876
1	155750001	156000000	0.463196
1	156000001	156250000	0.510472
1	156250001	156500000	0.498420
1	156500001	156750000	0.511896
1	156750001	157000000	0.496284
1	157000001	157250000	0.450008
1	157250001	157500000	0.427056
1	157500001	157750000	0.393440
1	157750001	158000000	0.421832
1	158000001	158250000	0.436884
1	158250001	158500000	0.374780
1	158500001	158750000	0.367580
1	158750001	159000000	0.377092
1	159000001	159250000	0.408408
1	159250001	159500000	0.371944
1	159500001	159750000	0.389452
1	159750001	160000000	0.472956
1	160000001	160250000	0.473168
1	160250001	160500000	0.429856
1	160500001	160750000	0.417460
1	160750001	161000000	0.444616
1	161000001	161250000	0.483976
1	161250001	161500000	0.468476
1	161500001	161750000	0.431520
1	161750001	162000000	0.399332
1	162000001	162250000	0.419288
1	162250001	162500000	0.423232
1	162500001	162750000	0.405876
1	162750001	163000000	0.395272
1	163000001	163250000	0.378324
1	163250001	163500000	0.378788
1	163500001	163750000	0.375516
1	163750001	164000000	0.371744
1	164000001	164250000	0.365784
1	164250001	164500000	0.386372
1	164500001	164750000	0.417856
1	164750001	165000000	0.407332
1	165000001	165250000	0.418980
1	165250001	165500000	0.430916
1	165500001	165750000	0.413204
1	165750001	166000000	0.424628
1	166000001	166250000	0.427904
1	166250001	166500000	0.393332
1	166500001	166750000	0.373588
1	166750001	167000000	0.413072
1	167000001	167250000	0.422372
1	167250001	167500000	0.413596
1	167500001	167750000	0.442260
1	167750001	168000000	0.394124
1	168000001	168250000	0.417032
1	168250001	168500000	0.414800
1	168500001	168750000	0.399216
1	168750001	169000000	0.390188
1	169000001	169250000	0.389164
1	169250001	169500000	0.368292
1	169500001	169750000	0.396504
1	169750001	170000000	0.367488
1	170000001	170250000	0.380172
1	170250001	170500000	0.372052
1	170500001	170750000	0.388828
1	170750001	171000000	0.373008
1	171000001	171250000	0.384904
1	171250001	171500000	0.409832
1	171500001	171750000	0.406084
1	171750001	172000000	0.389128
1	172000001	172250000	0.371072
1	172250001	172500000	0.385508
1	172500001	172750000	0.387756
1	172750001	173000000	0.381652
1	173000001	173250000	0.386872
1	173250001	173500000	0.402560
1	173500001	173750000	0.389748
1	173750001	174000000	0.403512
1	174000001	174250000	0.390632
1	174250001	174500000	0.366232
1	174500001	174750000	0.381324
1	174750001	175000000	0.394076
1	175000001	175250000	0.435232
1	175250001	175500000	0.429696
1	175500001	175750000	0.442488
1	175750001	176000000	0.407924
1	176000001	176250000	0.369984
1	176250001	176500000	0.390480
1	176500001	176750000	0.390456
1	176750001	177000000	0.418720
1	177000001	177250000	0.410412
1	177250001	177500000	0.401144
1	177500001	177750000	0.392364
1	177750001	178000000	0.424096
1	178000001	178250000	0.384916
1	178250001	178500000	0.393140
1	178500001	178750000	0.418148
1	178750001	179000000	0.398356
1	179000001	179250000	0.425836
1	179250001	179500000	0.397028
1	179500001	179750000	0.401944
1	179750001	180000000	0.407296
1	180000001	180250000	0.450656
1	180250001	180500000	0.377444
1	180500001	180750000	0.393240
1	180750001	181000000	0.424696
1	181000001	181250000	0.459844
1	181250001	181500000	0.439388
1	181500001	181750000	0.431636
1	181750001	182000000	0.402660
1	182000001	182250000	0.424960
1	182250001	182500000	0.425712
1	182500001	182750000	0.428432
1	182750001	183000000	0.398100
1	183000001	183250000	0.417060
1	183250001	183500000	0.416848
1	183500001	183750000	0.409140
1	183750001	184000000	0.402516
1	184000001	184250000	0.402168
1	184250001	184500000	0.397736
1	184500001	184750000	0.395176
1	184750001	185000000	0.400664
1	185000001	185250000	0.378224
1	185250001	185500000	0.390280
1	185500001	185750000	0.382112
1	185750001	186000000	0.357752
1	186000001	186250000	0.371696
1	186250001	186500000	0.358676
1	186500001	186750000	0.378156
1	186750001	187000000	0.359736
1	187000001	187250000	0.356292
1	187250001	187500000	0.357052
1	187500001	187750000	0.367828
1	187750001	188000000	0.347360
1	188000001	188250000	0.345516
1	188250001	188500000	0.339204
1	188500001	188750000	0.345380
1	188750001	189000000	0.340184
1	189000001	189250000	0.339136
1	189250001	189500000	0.341140
1	189500001	189750000	0.338400
1	189750001	190000000	0.340644
1	190000001	190250000	0.333964
1	190250001	190500000	0.332236
1	190500001	190750000	0.334932
1	190750001	191000000	0.344632
1	191000001	191250000	0.340924
1	191250001	191500000	0.342144
1	191500001	191750000	0.347476
1	191750001	192000000	0.341760
1	192000001	192250000	0.348288
1	192250001	192500000	0.352552
1	192500001	192750000	0.367828
1	192750001	193000000	0.381276
1	193000001	193250000	0.364696
1	193250001	193500000	0.375416
1	193500001	193750000	0.360072
1	193750001	194000000	0.359448
1	194000001	194250000	0.349032
1	194250001	194500000	0.348176
1	194500001	194750000	0.339736
1	194750001	195000000	0.340100
1	195000001	195250000	0.340320
1	195250001	195500000	0.338136
1	195500001	195750000	0.341572
1	195750001	196000000	0.348252
1	196000001	196250000	0.351324
1	196250001	196500000	0.338492
1	196500001	196750000	0.345524
1	196750001	197000000	0.361704
1	197000001	197250000	0.354116
1	197250001	197500000	0.363268
1	197500001	197750000	0.344160
1	197750001	198000000	0.390016
1	198000001	198250000	0.368164
1	198250001	198500000	0.360708
1	198500001	198750000	0.353344
1	198750001	199000000	0.353772
1	199000001	199250000	0.359032
1	199250001	199500000	0.358728
1	199500001	199750000	0.368168
1	199750001	200000000	0.403844
1	200000001	200250000	0.410472
1	200250001	200500000	0.415932
1	200500001	200750000	0.401192
1	200750001	201000000	0.459828
1	201000001	201250000	0.498872
1	201250001	201500000	0.507080
1	201500001	201750000	0.481124
1	201750001	202000000	0.464000
1	202000001	202250000	0.510756
1	202250001	202500000	0.410660
1	202500001	202750000	0.454388
1	202750001	203000000	0.446040
1	203000001	203250000	0.488400
1	203250001	203500000	0.474188
1	203500001	203750000	0.470152
1	203750001	204000000	0.423568
1	204000001	204250000	0.498836
1	204250001	204500000	0.471260
1	204500001	204750000	0.467192
1	204750001	205000000	0.473336
1	205000001	205250000	0.467264
1	205250001	205500000	0.494076
1	205500001	205750000	0.458384
1	205750001	206000000	0.459929
1	206000001	206250000	0.429712
1	206250001	206500000	0.433170
1	206500001	206750000	0.459640
1	206750001	207000000	0.455708
1	207000001	207250000	0.445864
1	207250001	207500000	0.386792
1	207500001	207750000	0.385228
1	207750001	208000000	0.406468
1	208000001	208250000	0.452180
1	208250001	208500000	0.461948
1	208500001	208750000	0.409724
1	208750001	209000000	0.403428
1	209000001	209250000	0.397948
1	209250001	209500000	0.407112
1	209500001	209750000	0.428724
1	209750001	210000000	0.448424
1	210000001	210250000	0.385608
1	210250001	210500000	0.407560
1	210500001	210750000	0.423472
1	210750001	211000000	0.428796
1	211000001	211250000	0.395968
1	211250001	211500000	0.403924
1	211500001	211750000	0.440556
1	211750001	212000000	0.432740
1	212000001	212250000	0.404180
1	212250001	212500000	0.428204
1	212500001	212750000	0.441624
1	212750001	213000000	0.433564
1	213000001	213250000	0.426660
1	213250001	213500000	0.384548
1	213500001	213750000	0.421596
1	213750001	214000000	0.418660
1	214000001	214250000	0.409008
1	214250001	214500000	0.408972
1	214500001	214750000	0.415028
1	214750001	215000000	0.393256
1	215000001	215250000	0.377004
1	215250001	215500000	0.367500
1	215500001	215750000	0.370192
1	215750001	216000000	0.374368
1	216000001	216250000	0.362032
1	216250001	216500000	0.356392
1	216500001	216750000	0.360560
1	216750001	217000000	0.373220
1	217000001	217250000	0.387176
1	217250001	217500000	0.387120
1	217500001	217750000	0.377712
1	217750001	218000000	0.358212
1	218000001	218250000	0.379220
1	218250001	218500000	0.375436
1	218500001	218750000	0.401640
1	218750001	219000000	0.385844
1	219000001	219250000	0.366276
1	219250001	219500000	0.365556
1	219500001	219750000	0.384300
1	219750001	220000000	0.394072
1	220000001	220250000	0.395168
1	220250001	220500000	0.389556
1	220500001	220750000	0.405828
1	220750001	221000000	0.411188
1	221000001	221250000	0.402724
1	221250001	221500000	0.381016
1	221500001	221750000	0.386412
1	221750001	222000000	0.388800
1	222000001	222250000	0.411692
1	222250001	222500000	0.395596
1	222500001	222750000	0.429192
1	222750001	223000000	0.390620
1	223000001	223250000	0.396448
1	223250001	223500000	0.450720
1	223500001	223750000	0.455367
1	223750001	224000000	0.456068
1	224000001	224250000	0.417700
1	224250001	224500000	0.428496
1	224500001	224750000	0.418776
1	224750001	225000000	0.444748
1	225000001	225250000	0.390344
1	225250001	225500000	0.372700
1	225500001	225750000	0.410108
1	225750001	226000000	0.431520
1	226000001	226250000	0.481468
1	226250001	226500000	0.443720
1	226500001	226750000	0.461944
1	226750001	227000000	0.482184
1	227000001	227250000	0.446612
1	227250001	227500000	0.365612
1	227500001	227750000	0.435116
1	227750001	228000000	0.445060
1	228000001	228250000	0.501212
1	228250001	228500000	0.522680
1	228500001	228750000	0.515508
1	228750001	229000000	0.463664
1	229000001	229250000	0.451404
1	229250001	229500000	0.441812
1	229500001	229750000	0.439164
1	229750001	230000000	0.428848
1	230000001	230250000	0.434264
1	230250001	230500000	0.467368
1	230500001	230750000	0.433532
1	230750001	231000000	0.447172
1	231000001	231250000	0.429732
1	231250001	231500000	0.445736
1	231500001	231750000	0.397024
1	231750001	232000000	0.423000
1	232000001	232250000	0.415652
1	232250001	232500000	0.422964
1	232500001	232750000	0.416208
1	232750001	233000000	0.410568
1	233000001	233250000	0.426744
1	233250001	233500000	0.398588
1	233500001	233750000	0.401288
1	233750001	234000000	0.399848
1	234000001	234250000	0.408028
1	234250001	234500000	0.429212
1	234500001	234750000	0.431808
1	234750001	235000000	0.447376
1	235000001	235250000	0.467895
1	235250001	235500000	0.409852
1	235500001	235750000	0.436072
1	235750001	236000000	0.404816
1	236000001	236250000	0.439584
1	236250001	236500000	0.428656
1	236500001	236750000	0.437156
1	236750001	237000000	0.414388
1	237000001	237250000	0.425584
1	237250001	237500000	0.400380
1	237500001	237750000	0.372608
1	237750001	238000000	0.374460
1	238000001	238250000	0.397532
1	238250001	238500000	0.384432
1	238500001	238750000	0.367624
1	238750001	239000000	0.354924
1	239000001	239250000	0.358900
1	239250001	239500000	0.371452
1	239500001	239750000	0.380432
1	239750001	240000000	0.385808
1	240000001	240250000	0.408076
1	240250001	240500000	0.396056
1	240500001	240750000	0.392888
1	240750001	241000000	0.409960
1	241000001	241250000	0.385296
1	241250001	241500000	0.397196
1	241500001	241750000	0.391176
1	241750001	242000000	0.388900
1	242000001	242250000	0.433632
1	242250001	242500000	0.406348
1	242500001	242750000	0.401744
1	242750001	243000000	0.395524
1	243000001	243250000	0.427172
1	243250001	243500000	0.383640
1	243500001	243750000	0.391116
1	243750001	244000000	0.367304
1	244000001	244250000	0.420376
1	244250001	244500000	0.435784
1	244500001	244750000	0.403424
1	244750001	245000000	0.435316
1	245000001	245250000	0.419180
1	245250001	245500000	0.452196
1	245500001	245750000	0.445704
1	245750001	246000000	0.437260
1	246000001	246250000	0.415528
1	246250001	246500000	0.392760
1	246500001	246750000	0.419092
1	246750001	247000000	0.438000
1	247000001	247250000	0.410560
1	247250001	247500000	0.439764
1	247500001	247750000	0.429216
1	247750001	248000000	0.371660
1	248000001	248250000	0.387672
1	248250001	248500000	0.372096
1	248500001	248750000	0.378568
1	248750001	249000000	0.396340
1	249000001	249250000	0.450115
10	1	250000	0.411326
10	250001	500000	0.449600
10	500001	750000	0.494252
10	750001	1000000	0.455084
10	1000001	1250000	0.469516
10	1250001	1500000	0.477160
10	1500001	1750000	0.480000
10	1750001	2000000	0.412884
10	2000001	2250000	0.397260
10	2250001	2500000	0.396584
10	2500001	2750000	0.394248
10	2750001	3000000	0.424488
10	3000001	3250000	0.468356
10	3250001	3500000	0.451376
10	3500001	3750000	0.425120
10	3750001	4000000	0.430176
10	4000001	4250000	0.408316
10	4250001	4500000	0.380972
