CONTIG	START	END	GC_CONTENT
chr1	45250001	45500000	0.437236
chr1	45500001	45750000	0.441316
chr1	45750001	46000000	0.409400
chr1	46000001	46250000	0.452632
chr1	46250001	46500000	0.494436
chr1	46500001	46750000	0.459868
chr1	46750001	47000000	0.420244
chr1	47000001	47250000	0.434112
chr1	47250001	47500000	0.448000
chr1	47500001	47750000	0.471404
chr1	47750001	48000000	0.489036
chr1	48000001	48250000	0.434832
chr1	48250001	48500000	0.380652
chr1	48500001	48750000	0.440504
chr1	48750001	49000000	0.404744
chr1	49000001	49250000	0.386176
chr1	49250001	49500000	0.375268
chr1	49500001	49750000	0.372032
chr1	49750001	50000000	0.369320
chr1	50000001	50250000	0.403336
chr1	50250001	50500000	0.434632
chr1	50500001	50750000	0.381884
chr1	50750001	51000000	0.382656
chr1	51000001	51250000	0.403124
chr1	51250001	51500000	0.418432
chr1	51500001	51750000	0.407620
chr1	51750001	52000000	0.415140
chr1	52000001	52250000	0.421752
chr1	52250001	52500000	0.411784
chr1	52500001	52750000	0.438864
chr1	52750001	53000000	0.421704
chr1	53000001	53250000	0.466052
chr1	53250001	53500000	0.493532
chr1	53500001	53750000	0.508240
chr1	53750001	54000000	0.424032
chr1	54000001	54250000	0.472656
chr1	54250001	54500000	0.503976
chr1	54500001	54750000	0.487536
chr1	54750001	55000000	0.475580
chr1	55000001	55250000	0.421516
chr1	55250001	55500000	0.425728
chr1	55500001	55750000	0.410712
chr1	55750001	56000000	0.391980
chr1	56000001	56250000	0.391492
chr1	56250001	56500000	0.419212
chr1	56500001	56750000	0.392660
chr1	56750001	57000000	0.414384
chr1	57000001	57250000	0.412412
chr1	57250001	57500000	0.404948
chr1	57500001	57750000	0.402844
chr1	57750001	58000000	0.404224
chr1	58000001	58250000	0.415888
chr1	58250001	58500000	0.419332
chr1	58500001	58750000	0.400400
chr1	58750001	59000000	0.432456
chr1	59000001	59250000	0.418200
chr1	59250001	59500000	0.399828
chr1	59500001	59750000	0.409776
chr1	59750001	60000000	0.383832
chr1	60000001	60250000	0.376472
chr1	60250001	60500000	0.377136
chr1	60500001	60750000	0.381816
chr1	60750001	61000000	0.408104
chr1	61000001	61250000	0.396196
chr1	61250001	61500000	0.398480
chr1	61500001	61750000	0.410640
chr1	61750001	62000000	0.394140
chr1	62000001	62250000	0.432004
chr1	62250001	62500000	0.434424
chr1	62500001	62750000	0.370404
chr1	62750001	63000000	0.391296
chr1	63000001	63250000	0.394456
chr1	63250001	63500000	0.400256
chr1	63500001	63750000	0.406856
chr1	63750001	64000000	0.412620
chr1	64000001	64250000	0.403036
chr1	64250001	64500000	0.413840
chr1	64500001	64750000	0.400960
chr1	64750001	65000000	0.407228
chr1	65000001	65250000	0.426600
chr1	65250001	65500000	0.397208
chr1	65500001	65750000	0.380212
chr1	65750001	66000000	0.366052
chr1	66000001	66250000	0.372072
chr1	66250001	66500000	0.392516
chr1	66500001	66750000	0.378404
chr1	66750001	67000000	0.367524
chr1	67000001	67250000	0.392520
chr1	67250001	67500000	0.413780
chr1	67500001	67750000	0.426292
chr1	67750001	68000000	0.403416
chr1	68000001	68250000	0.405904
chr1	68250001	68500000	0.392664
chr1	68500001	68750000	0.365884
chr1	68750001	69000000	0.382740
chr1	69000001	69250000	0.367548
chr1	69250001	69500000	0.368508
chr1	69500001	69750000	0.352516
chr1	69750001	70000000	0.358460
chr1	70000001	70250000	0.355892
chr1	70250001	70500000	0.391164
chr1	70500001	70750000	0.375644
chr1	70750001	71000000	0.381720
chr1	71000001	71250000	0.375044
chr1	71250001	71500000	0.359652
chr1	71500001	71750000	0.358632
chr1	71750001	72000000	0.353100
chr1	72000001	72250000	0.336020
chr1	72250001	72500000	0.352040
chr1	72500001	72750000	0.348924
chr1	72750001	73000000	0.353628
chr1	73000001	73250000	0.354596
chr1	73250001	73500000	0.343860
chr1	73500001	73750000	0.351960
chr1	73750001	74000000	0.357276
chr1	74000001	74250000	0.345476
chr1	74250001	74500000	0.364232
chr1	74500001	74750000	0.379856
chr1	74750001	75000000	0.368332
chr1	75000001	75250000	0.372736
chr1	75250001	75500000	0.374660
chr1	75500001	75750000	0.378984
chr1	75750001	76000000	0.378584
chr1	76000001	76250000	0.401888
chr1	76250001	76500000	0.380268
chr1	76500001	76750000	0.378644
chr1	76750001	77000000	0.386308
chr1	77000001	77250000	0.378956
chr1	77250001	77500000	0.387112
chr1	77500001	77750000	0.391516
chr1	77750001	78000000	0.395156
chr1	78000001	78250000	0.389576
chr1	78250001	78500000	0.378564
chr1	78500001	78750000	0.365580
chr1	78750001	79000000	0.355436
chr1	79000001	79250000	0.354956
chr1	79250001	79500000	0.359332
chr1	79500001	79750000	0.355420
chr1	79750001	80000000	0.358056
chr1	80000001	80250000	0.354092
chr1	80250001	80500000	0.347592
chr1	80500001	80750000	0.347372
chr1	80750001	81000000	0.352684
chr1	81000001	81250000	0.361804
chr1	81250001	81500000	0.370284
chr1	81500001	81750000	0.386152
chr1	81750001	82000000	0.347464
chr1	82000001	82250000	0.376420
chr1	82250001	82500000	0.368872
chr1	82500001	82750000	0.352272
chr1	82750001	83000000	0.367124
chr1	83000001	83250000	0.368128
chr1	83250001	83500000	0.366672
chr1	83500001	83750000	0.391116
chr1	83750001	84000000	0.369204
chr1	84000001	84250000	0.359324
chr1	84250001	84500000	0.391644
chr1	84500001	84750000	0.390668
chr1	84750001	85000000	0.414776
chr1	85000001	85250000	0.390768
chr1	85250001	85500000	0.399076
chr1	85500001	85750000	0.394336
chr1	85750001	86000000	0.364384
chr1	86000001	86250000	0.371444
chr1	86250001	86500000	0.379680
chr1	86500001	86750000	0.378556
chr1	86750001	87000000	0.396712
chr1	87000001	87250000	0.400744
chr1	87250001	87500000	0.402540
chr1	87500001	87750000	0.390356
chr1	87750001	88000000	0.375596
chr1	88000001	88250000	0.374848
chr1	88250001	88500000	0.372132
chr1	88500001	88750000	0.375340
chr1	88750001	89000000	0.387656
chr1	89000001	89250000	0.385760
chr1	89250001	89500000	0.394372
chr1	89500001	89750000	0.394132
chr1	89750001	90000000	0.414204
chr1	90000001	90250000	0.385404
chr1	90250001	90500000	0.379500
chr1	90500001	90750000	0.387924
chr1	90750001	91000000	0.390364
chr1	91000001	91250000	0.410128
chr1	91250001	91500000	0.380952
chr1	91500001	91750000	0.417876
chr1	91750001	92000000	0.422740
chr1	92000001	92250000	0.386544
chr1	92250001	92500000	0.403016
chr1	92500001	92750000	0.377464
chr1	92750001	93000000	0.406376
chr1	93000001	93250000	0.383772
chr1	93250001	93500000	0.390320
chr1	93500001	93750000	0.432280
chr1	93750001	94000000	0.419032
chr1	94000001	94250000	0.422520
chr1	94250001	94500000	0.397144
chr1	94500001	94750000	0.425196
chr1	94750001	95000000	0.422512
chr1	95000001	95250000	0.400784
chr1	95250001	95500000	0.386496
chr1	95500001	95750000	0.380056
chr1	95750001	96000000	0.363296
chr1	96000001	96250000	0.373312
chr1	96250001	96500000	0.370324
chr1	96500001	96750000	0.379840
chr1	96750001	97000000	0.369648
chr1	97000001	97250000	0.363884
chr1	97250001	97500000	0.358044
chr1	97500001	97750000	0.342268
chr1	97750001	98000000	0.346868
chr1	98000001	98250000	0.356472
chr1	98250001	98500000	0.361828
chr1	98500001	98750000	0.363008
chr1	98750001	99000000	0.371028
chr1	99000001	99250000	0.371672
chr1	99250001	99500000	0.368320
chr1	99500001	99750000	0.380564
chr1	99750001	100000000	0.388728
chr1	100000001	100250000	0.379060
chr1	100250001	100500000	0.390260
chr1	100500001	100750000	0.386272
chr1	100750001	101000000	0.370360
chr1	101000001	101250000	0.378568
chr1	101250001	101500000	0.397968
chr1	101500001	101750000	0.363716
chr1	101750001	102000000	0.349288
chr1	102000001	102250000	0.351996
chr1	102250001	102500000	0.342048
chr1	102500001	102750000	0.352220
chr1	102750001	103000000	0.345976
chr1	103000001	103250000	0.338120
chr1	103250001	103500000	0.349252
chr1	103500001	103750000	0.358724
chr1	103750001	104000000	0.340528
chr1	104000001	104250000	0.355540
chr1	104250001	104500000	0.355520
chr1	104500001	104750000	0.346436
chr1	104750001	105000000	0.348304
chr1	105000001	105250000	0.343668
chr1	105250001	105500000	0.339424
chr1	105500001	105750000	0.337724
chr1	105750001	106000000	0.353940
chr1	106000001	106250000	0.348440
chr1	106250001	106500000	0.351928
chr1	106500001	106750000	0.358644
chr1	106750001	107000000	0.359656
chr1	107000001	107250000	0.374488
chr1	107250001	107500000	0.375544
chr1	107500001	107750000	0.382800
chr1	107750001	108000000	0.383912
chr1	108000001	108250000	0.404516
chr1	108250001	108500000	0.394164
chr1	108500001	108750000	0.406528
chr1	108750001	109000000	0.396280
chr1	109000001	109250000	0.453780
chr1	109250001	109500000	0.461448
chr1	109500001	109750000	0.458156
chr1	109750001	110000000	0.473308
chr1	110000001	110250000	0.497552
chr1	110250001	110500000	0.452744
chr1	110500001	110750000	0.444780
chr1	110750001	111000000	0.382884
chr1	111000001	111250000	0.396460
chr1	111250001	111500000	0.410008
chr1	111500001	111750000	0.414144
chr1	111750001	112000000	0.468892
chr1	112000001	112250000	0.425160
chr1	112250001	112500000	0.426320
chr1	112500001	112750000	0.435196
chr1	112750001	113000000	0.448908
chr1	113000001	113250000	0.431672
chr1	113250001	113500000	0.386584
chr1	113500001	113750000	0.375936
chr1	113750001	114000000	0.403372
chr1	114000001	114250000	0.455948
chr1	114250001	114500000	0.399404
chr1	114500001	114750000	0.401484
chr1	114750001	115000000	0.368404
chr1	115000001	115250000	0.414332
chr1	115250001	115500000	0.429068
chr1	115500001	115750000	0.424472
chr1	115750001	116000000	0.401660
chr1	116000001	116250000	0.412236
chr1	116250001	116500000	0.430112
chr1	116500001	116750000	0.446276
chr1	116750001	117000000	0.434172
chr1	117000001	117250000	0.422172
chr1	117250001	117500000	0.382500
chr1	117500001	117750000	0.432328
chr1	117750001	118000000	0.385624
chr1	118000001	118250000	0.379284
chr1	118250001	118500000	0.373304
chr1	118500001	118750000	0.367896
chr1	118750001	119000000	0.400452
chr1	119000001	119250000	0.401620
chr1	119250001	119500000	0.417052
chr1	119500001	119750000	0.437632
chr1	119750001	120000000	0.409172
chr1	120000001	120250000	0.397468
chr1	120250001	120500000	0.416180
chr1	120500001	120750000	0.405716
chr1	120750001	121000000	0.405284
chr1	121000001	121250000	0.423268
chr1	121250001	121500000	0.399760
chr1	121500001	121750000	0.404324
chr1	121750001	122000000	0.420848
chr1	122000001	122250000	0.427595
chr1	122250001	122500000	0.411060
chr1	122500001	122750000	0.391521
chr1	122750001	123000000	0.391680
chr1	123000001	123250000	0.392080
chr1	123250001	123500000	0.392004
chr1	123500001	123750000	0.391912
chr1	123750001	124000000	0.392320
chr1	124000001	124250000	0.392432
chr1	124250001	124500000	0.392544
chr1	124500001	124750000	0.392396
chr1	124750001	125000000	0.405125
chr1	125000001	125250000	0.380953
chr1	143000001	143250000	0.364805
chr1	143250001	143500000	0.421828
chr1	143500001	143750000	0.425020
chr1	143750001	144000000	0.423136
chr1	144000001	144250000	0.446868
chr1	144250001	144500000	0.398808
chr1	144500001	144750000	0.410696
chr1	144750001	145000000	0.434432
chr1	145000001	145250000	0.417988
chr1	145250001	145500000	0.439528
chr1	145500001	145750000	0.416516
chr1	145750001	146000000	0.450540
chr1	146000001	146250000	0.424720
chr1	146250001	146500000	0.413908
chr1	146500001	146750000	0.401320
chr1	146750001	147000000	0.430428
chr1	147000001	147250000	0.410956
chr1	147250001	147500000	0.392328
chr1	147500001	147750000	0.423952
chr1	147750001	148000000	0.418272
chr1	148000001	148250000	0.430280
chr1	148250001	148500000	0.421532
chr1	148500001	148750000	0.415168
chr1	148750001	149000000	0.394736
chr1	149000001	149250000	0.419960
chr1	149250001	149500000	0.399924
chr1	149500001	149750000	0.420416
chr1	149750001	150000000	0.446072
chr1	150000001	150250000	0.418940
chr1	150250001	150500000	0.443004
chr1	150500001	150750000	0.447268
chr1	150750001	151000000	0.438356
chr1	151000001	151250000	0.469140
chr1	151250001	151500000	0.459760
chr1	151500001	151750000	0.450516
chr1	151750001	152000000	0.450256
chr1	152000001	152250000	0.421064
chr1	152250001	152500000	0.408424
chr1	152500001	152750000	0.415316
chr1	152750001	153000000	0.415812
chr1	153000001	153250000	0.398644
chr1	153250001	153500000	0.451116
chr1	153500001	153750000	0.487640
chr1	153750001	154000000	0.478640
chr1	154000001	154250000	0.434680
chr1	154250001	154500000	0.474348
chr1	154500001	154750000	0.458320
chr1	154750001	155000000	0.498300
chr1	155000001	155250000	0.536772
chr1	155250001	155500000	0.451156
chr1	155500001	155750000	0.444260
chr1	155750001	156000000	0.461176
chr1	156000001	156250000	0.508032
chr1	156250001	156500000	0.499072
chr1	156500001	156750000	0.512988
chr1	156750001	157000000	0.504912
chr1	157000001	157250000	0.447296
chr1	157250001	157500000	0.426064
chr1	157500001	157750000	0.397372
chr1	157750001	158000000	0.413808
chr1	158000001	158250000	0.445648
chr1	158250001	158500000	0.377744
chr1	158500001	158750000	0.366772
chr1	158750001	159000000	0.377188
chr1	159000001	159250000	0.407532
chr1	159250001	159500000	0.375520
chr1	159500001	159750000	0.383624
chr1	159750001	160000000	0.472908
chr1	160000001	160250000	0.470320
chr1	160250001	160500000	0.435360
chr1	160500001	160750000	0.410996
chr1	160750001	161000000	0.440396
chr1	161000001	161250000	0.486256
chr1	161250001	161500000	0.470056
chr1	161500001	161750000	0.436964
chr1	161750001	162000000	0.390188
chr1	162000001	162250000	0.426444
chr1	162250001	162500000	0.427972
chr1	162500001	162750000	0.403212
chr1	162750001	163000000	0.397476
chr1	163000001	163250000	0.378608
chr1	163250001	163500000	0.378588
chr1	163500001	163750000	0.373700
chr1	163750001	164000000	0.375188
chr1	164000001	164250000	0.366704
chr1	164250001	164500000	0.378820
chr1	164500001	164750000	0.417416
chr1	164750001	165000000	0.411260
chr1	165000001	165250000	0.412556
chr1	165250001	165500000	0.435988
chr1	165500001	165750000	0.413372
chr1	165750001	166000000	0.422252
chr1	166000001	166250000	0.429752
chr1	166250001	166500000	0.398096
chr1	166500001	166750000	0.371652
chr1	166750001	167000000	0.413528
chr1	167000001	167250000	0.421784
chr1	167250001	167500000	0.406480
chr1	167500001	167750000	0.446124
chr1	167750001	168000000	0.400944
chr1	168000001	168250000	0.409660
chr1	168250001	168500000	0.417112
chr1	168500001	168750000	0.399096
chr1	168750001	169000000	0.387288
chr1	169000001	169250000	0.392872
chr1	169250001	169500000	0.370040
chr1	169500001	169750000	0.394180
chr1	169750001	170000000	0.373144
chr1	170000001	170250000	0.373656
chr1	170250001	170500000	0.376364
chr1	170500001	170750000	0.386560
chr1	170750001	171000000	0.372960
chr1	171000001	171250000	0.380972
chr1	171250001	171500000	0.413748
chr1	171500001	171750000	0.402616
chr1	171750001	172000000	0.394988
chr1	172000001	172250000	0.371864
chr1	172250001	172500000	0.381796
chr1	172500001	172750000	0.387420
chr1	172750001	173000000	0.384076
chr1	173000001	173250000	0.384864
chr1	173250001	173500000	0.400824
chr1	173500001	173750000	0.391224
chr1	173750001	174000000	0.401400
chr1	174000001	174250000	0.397796
chr1	174250001	174500000	0.364676
chr1	174500001	174750000	0.376836
chr1	174750001	175000000	0.394652
chr1	175000001	175250000	0.433528
chr1	175250001	175500000	0.425632
chr1	175500001	175750000	0.440920
chr1	175750001	176000000	0.418464
chr1	176000001	176250000	0.367616
chr1	176250001	176500000	0.390308
chr1	176500001	176750000	0.388340
chr1	176750001	177000000	0.417100
chr1	177000001	177250000	0.409816
chr1	177250001	177500000	0.407500
chr1	177500001	177750000	0.387352
chr1	177750001	178000000	0.425916
chr1	178000001	178250000	0.387116
chr1	178250001	178500000	0.380800
chr1	178500001	178750000	0.428472
chr1	178750001	179000000	0.390084
chr1	179000001	179250000	0.431576
chr1	179250001	179500000	0.400324
chr1	179500001	179750000	0.394324
chr1	179750001	180000000	0.418596
chr1	180000001	180250000	0.430756
chr1	180250001	180500000	0.388356
chr1	180500001	180750000	0.401724
chr1	180750001	181000000	0.418172
chr1	181000001	181250000	0.459416
chr1	181250001	181500000	0.435420
chr1	181500001	181750000	0.432852
chr1	181750001	182000000	0.407340
chr1	182000001	182250000	0.422044
chr1	182250001	182500000	0.429060
chr1	182500001	182750000	0.427748
chr1	182750001	183000000	0.397932
chr1	183000001	183250000	0.411148
chr1	183250001	183500000	0.428852
chr1	183500001	183750000	0.403560
chr1	183750001	184000000	0.403984
chr1	184000001	184250000	0.402156
chr1	184250001	184500000	0.399048
chr1	184500001	184750000	0.392108
chr1	184750001	185000000	0.400008
chr1	185000001	185250000	0.383232
chr1	185250001	185500000	0.390920
chr1	185500001	185750000	0.381636
chr1	185750001	186000000	0.360852
chr1	186000001	186250000	0.366228
chr1	186250001	186500000	0.358668
chr1	186500001	186750000	0.378480
chr1	186750001	187000000	0.362880
chr1	187000001	187250000	0.357680
chr1	187250001	187500000	0.356904
chr1	187500001	187750000	0.363424
chr1	187750001	188000000	0.350820
chr1	188000001	188250000	0.344092
chr1	188250001	188500000	0.343388
chr1	188500001	188750000	0.339460
chr1	188750001	189000000	0.346672
chr1	189000001	189250000	0.338016
chr1	189250001	189500000	0.340688
chr1	189500001	189750000	0.337176
chr1	189750001	190000000	0.342176
chr1	190000001	190250000	0.334600
chr1	190250001	190500000	0.331568
chr1	190500001	190750000	0.337080
chr1	190750001	191000000	0.340468
chr1	191000001	191250000	0.343748
chr1	191250001	191500000	0.341544
chr1	191500001	191750000	0.346492
chr1	191750001	192000000	0.345016
chr1	192000001	192250000	0.344584
chr1	192250001	192500000	0.348772
chr1	192500001	192750000	0.368448
chr1	192750001	193000000	0.385328
chr1	193000001	193250000	0.362504
chr1	193250001	193500000	0.375724
chr1	193500001	193750000	0.360848
chr1	193750001	194000000	0.356696
chr1	194000001	194250000	0.352004
chr1	194250001	194500000	0.349620
chr1	194500001	194750000	0.337040
chr1	194750001	195000000	0.341152
chr1	195000001	195250000	0.342324
chr1	195250001	195500000	0.336412
chr1	195500001	195750000	0.345068
chr1	195750001	196000000	0.344128
chr1	196000001	196250000	0.354536
chr1	196250001	196500000	0.334800
chr1	196500001	196750000	0.348564
chr1	196750001	197000000	0.357696
chr1	197000001	197250000	0.356324
chr1	197250001	197500000	0.364508
chr1	197500001	197750000	0.340508
chr1	197750001	198000000	0.387744
chr1	198000001	198250000	0.374948
chr1	198250001	198500000	0.357788
chr1	198500001	198750000	0.353724
chr1	198750001	199000000	0.353552
chr1	199000001	199250000	0.356892
chr1	199250001	199500000	0.360296
chr1	199500001	199750000	0.366932
chr1	199750001	200000000	0.397052
chr1	200000001	200250000	0.410416
chr1	200250001	200500000	0.414268
chr1	200500001	200750000	0.406564
chr1	200750001	201000000	0.442408
chr1	201000001	201250000	0.500844
chr1	201250001	201500000	0.513932
chr1	201500001	201750000	0.487636
chr1	201750001	202000000	0.452440
chr1	202000001	202250000	0.515752
chr1	202250001	202500000	0.421448
chr1	202500001	202750000	0.451396
chr1	202750001	203000000	0.441320
chr1	203000001	203250000	0.486724
chr1	203250001	203500000	0.467000
chr1	203500001	203750000	0.475688
chr1	203750001	204000000	0.425536
chr1	204000001	204250000	0.491508
chr1	204250001	204500000	0.479536
chr1	204500001	204750000	0.466092
chr1	204750001	205000000	0.464848
chr1	205000001	205250000	0.466240
chr1	205250001	205500000	0.491512
chr1	205500001	205750000	0.472192
chr1	205750001	206000000	0.461520
chr1	206000001	206250000	0.435228
chr1	206250001	206500000	0.440420
chr1	206500001	206750000	0.467392
chr1	206750001	207000000	0.446876
chr1	207000001	207250000	0.402460
chr1	207250001	207500000	0.383952
chr1	207500001	207750000	0.396464
chr1	207750001	208000000	0.434724
chr1	208000001	208250000	0.478348
chr1	208250001	208500000	0.415516
chr1	208500001	208750000	0.405652
chr1	208750001	209000000	0.397464
chr1	209000001	209250000	0.407612
chr1	209250001	209500000	0.418372
chr1	209500001	209750000	0.445540
chr1	209750001	210000000	0.415596
chr1	210000001	210250000	0.377488
chr1	210250001	210500000	0.427796
chr1	210500001	210750000	0.433548
chr1	210750001	211000000	0.403024
chr1	211000001	211250000	0.407576
chr1	211250001	211500000	0.414484
chr1	211500001	211750000	0.459456
chr1	211750001	212000000	0.404288
chr1	212000001	212250000	0.417412
chr1	212250001	212500000	0.437212
chr1	212500001	212750000	0.439988
chr1	212750001	213000000	0.430396
chr1	213000001	213250000	0.381584
chr1	213250001	213500000	0.420992
chr1	213500001	213750000	0.414156
chr1	213750001	214000000	0.414836
chr1	214000001	214250000	0.405324
chr1	214250001	214500000	0.415240
chr1	214500001	214750000	0.403328
chr1	214750001	215000000	0.382968
chr1	215000001	215250000	0.364980
chr1	215250001	215500000	0.370256
chr1	215500001	215750000	0.378076
chr1	215750001	216000000	0.357412
chr1	216000001	216250000	0.363108
chr1	216250001	216500000	0.358564
chr1	216500001	216750000	0.367524
chr1	216750001	217000000	0.382256
chr1	217000001	217250000	0.391828
chr1	217250001	217500000	0.380480
chr1	217500001	217750000	0.363448
chr1	217750001	218000000	0.372360
chr1	218000001	218250000	0.371196
chr1	218250001	218500000	0.398740
chr1	218500001	218750000	0.390804
chr1	218750001	219000000	0.375148
chr1	219000001	219250000	0.356936
chr1	219250001	219500000	0.380012
chr1	219500001	219750000	0.390196
chr1	219750001	220000000	0.396716
chr1	220000001	220250000	0.389216
chr1	220250001	220500000	0.411184
chr1	220500001	220750000	0.393964
chr1	220750001	221000000	0.418192
chr1	221000001	221250000	0.383688
chr1	221250001	221500000	0.382656
chr1	221500001	221750000	0.387104
chr1	221750001	222000000	0.408764
chr1	222000001	222250000	0.399152
chr1	222250001	222500000	0.422840
chr1	222500001	222750000	0.394896
chr1	222750001	223000000	0.380136
