asRNA:CR42860	chr3L	2088165	1461	+	4	0,1461
CG42764	chr3L	20464713	1328	-	16	0,280,56,491,80,56,204,161
lncRNA:CR42862	chr3L	224105	6859	+	18	0,78,789,168,585,5239
CG42833	chr3L	20200092	395	+	14	0,395
Su(Ste):CR41533	chrY	896182	1543	-	1	0,1543
CG42781	chrX	7382732	258	-	12	0,258
lncRNA:CR42756	chr3R	13438586	623	-	4	0,623
Dsp1	chrX	16333611	7013	+	105	0,802,1770,560,107,159,76,164,131,175,69,3000
clt	chr2R	21617060	2019	-	34	0,1330,63,224,59,126,53,164
Gr98b	chr3R	27542496	1392	+	36	0,874,66,77,57,168,57,93
VepD	chr2R	22408524	818	+	20	0,199,59,560
Rheb	chr3R	5568920	1571	+	245	0,351,128,72,103,208,59,130,56,464
Gr98c	chr3R	27544442	1394	+	30	0,880,56,77,60,168,51,102
Gr97a	chr3R	26965123	1362	-	35	0,254,51,1057
Gr94a	chr3R	23051688	1215	+	36	0,1215
CG32395	chr3L	6666637	1179	-	18	0,147,63,969
Gr59d	chr2R	23103940	1229	-	38	0,153,56,1020
Gr58a	chr2R	21979859	1240	+	28	0,1020,52,168
Gr47b	chr2R	11361899	1506	+	31	0,942,63,162,62,277
Gr39a	chr2L	21290733	6953	+	60	0,879,361,906,1673,906,855,876,95,63,108,90,54,87
Gr39b	chr2L	21367907	1799	-	40	0,57,58,168,631,885
Gr28a	chr2L	7452519	1693	-	47	0,141,59,603,217,673
Gr22f	chr2L	1755252	1199	-	40	0,153,62,984
Pcyt1	chr3L	1546091	7413	+	63	0,215,292,78,655,258,675,136,1479,31,803,575,189,324,63,1640
FASN2	chr2L	3043946	12197	+	38	0,214,1493,230,1066,1478,964,5232,64,96,386,144,63,767
Hex-t1	chr3R	26449078	1507	+	29	0,1507
HBS1	chr3L	1862880	2360	-	39	0,2360
PIG-Q	chrX	16359142	2133	+	31	0,844,63,109,64,136,61,145,55,77,66,116,53,115,67,162
prt	chr3R	23696371	2656	-	25	0,314,66,125,63,217,66,602,221,573,63,346
Desat1	chr3R	12439599	8017	+	125	0,112,1715,182,492,119,1362,141,318,97,661,320,859,337,61,186,61,994
CG32396	chr3L	6530728	1701	+	25	0,191,52,1458
Tsp68C	chr3L	13843655	1661	+	23	0,262,97,1302
mRpS14	chrX	19479381	857	-	31	0,372,60,425
Irbp	chr3R	11410046	2394	+	89	0,764,245,1385
TotZ	chr3R	20877735	628	+	20	0,53,55,520
TotX	chr3R	20904916	602	-	34	0,602
TotF	chr2L	19911814	563	-	21	0,438,57,68
TotC	chr3R	20872987	593	+	69	0,67,63,463
Ste12DOR	chrX	14000209	680	+	26	0,11,57,501,60,51
He	chr2L	13972095	852	-	68	0,516,179,157
mthl11	chr3R	10401031	1935	+	26	0,514,67,385,67,261,59,169,53,195,59,106
Gr93d	chr3R	21845453	1206	-	36	0,168,60,978
Gr93c	chr3R	21844013	1252	-	30	0,159,58,1035
Gr93b	chr3R	21842520	1245	-	34	0,159,57,1029
Gr92a	chr3R	20121059	1218	+	29	0,1002,57,159
Gr85a	chr3R	9995543	1246	-	27	0,159,52,1035
Gr77a	chr3L	20737568	1862	-	35	0,208,466,1188
Gr64f	chr3L	4035798	1777	+	82	0,98,53,86,57,453,57,272,50,155,55,253,59,129
Gr64c	chr3L	4028604	3428	+	51	0,119,60,390,55,161,62,278,54,166,52,90,60,345,49,195,59,637,58,253,61,224
Gr64b	chr3L	4028604	3428	+	46	0,119,60,390,55,161,62,278,54,166,52,90,60,345,49,195,59,637,58,253,61,224
Gr64a	chr3L	4026768	1832	+	78	0,196,56,192,62,195,51,167,55,278,50,253,70,207
Gr59b	chr2R	23082202	1164	+	36	0,945,63,156
Gr59a	chr2R	23080560	1165	+	33	0,942,61,162
Gr36c	chr2L	17180337	1295	+	42	0,268,66,752,56,153
Gr36b	chr2L	17178771	1293	+	36	0,277,50,755,58,153
Gr36a	chr2L	17176617	1304	+	33	0,268,71,755,57,153
Gr22b	chr2L	1792056	1212	-	42	0,153,51,1008
Gr28b	chr2L	7454825	7422	-	92	0,311,64,561,62,654,261,633,660,723,1175,713,936,669
Gr22e	chr2L	1784061	1225	+	53	0,1017,55,153
Gr22c	chr2L	1790616	1207	-	37	0,153,55,999
Gr22a	chr2L	1793667	1250	-	30	0,164,65,1021
Gr10a	chrX	11413466	3956	-	45	0,192,843,1438,101,153,58,290,59,188,76,558
RacGAP84C	chr3R	7285961	1668	+	37	0,463,136,891,37,141
Ranbp16	chrX	15927184	6683	-	18	0,652,877,371,88,230,69,120,66,140,56,62,65,78,58,139,67,560,59,293,72,680,57,147,55,216,60,100,228,230,63,725
CG43209	chr2R	23601980	476	-	13	0,220,56,67,50,83
mir-4979	chr2R	23734032	109	-	2	0,109
mir-1009	chr2R	23993053	61	-	14	0,61
mir-4985	chr2R	24294230	101	+	3	0,101
asRNA:CR43257	chr2R	24793806	1966	+	1	0,215,57,68,445,131,72,978
asRNA:CR43466	chr2R	24881129	688	-	3	0,272,75,341
CG43106	chr2R	25138626	1001	-	14	0,385,52,325,52,187
asRNA:CR43609	chr2L	21951	2286	+	1	0,990,56,1240
snoRNA:kis-a	chr2L	232165	88	-	2	0,88
mir-965	chr2L	243034	107	-	29	0,107
mir-375	chr2L	857541	91	+	33	0,91
CG43348	chr2L	1199411	513	+	12	0,513
CG43349	chr2L	1200204	459	+	12	0,459
lncRNA:CR43263	chr2L	1216853	932	-	2	0,531,100,301
CG43401	chr2L	1428473	686	+	13	0,686
CG43402	chr2L	1442626	1206	+	13	0,1206
mir-2280	chr2L	1831684	115	-	6	0,115
asRNA:CR43464	chr2L	2000057	3878	+	2	0,294,62,797,192,551,79,314,1098,491
mir-994	chr3R	10408136	91	+	26	0,91
mir-318	chr3R	10408301	68	+	36	0,68
mir-4944	chr3R	10513004	129	-	1	0,129
CG43449	chr3R	11088419	937	+	13	0,937
lncRNA:cherub	chr3R	11247630	8493	-	3	0,7709,95,689
lncRNA:CR31386	chr3R	11269414	36194	-	7	0,2166,6049,212,9410,296,7680,24,10292,65
snoRNA:Irbp-a	chr3R	11410847	150	+	1	0,150
mir-4945	chr3R	11442191	115	-	1	0,115
CG43062	chr3R	11750332	584	+	12	0,584
CG43450	chr3R	12195293	281	+	12	0,281
CG14742	chr3R	12214500	1159	+	15	0,379,547,233
asRNA:CR43477	chr3R	12225323	926	+	1	0,204,61,661
mir-284	chr3R	12551514	100	-	34	0,100
CG43630	chr3R	12676009	251	-	13	0,251
CG43063	chr3R	13086223	538	+	15	0,53,50,435
CG43208	chr3R	13303425	431	+	13	0,67,65,299
asRNA:CR17025	chr3R	13455510	10596	-	8	0,757,1495,783,7161,400
mir-252	chr3R	13464218	93	-	43	0,93
lncRNA:CR34044	chr3R	13712468	1736	-	4	0,798,47,313,494,84
lncRNA:CR43300	chr3R	13827967	460	+	2	0,140,99,221
asRNA:CR43460	chr3R	13971732	2943	+	1	0,584,1838,521
CG43291	chr3R	14234983	9694	-	12	0,1755,63,151,620,44,6857,204
CG43179	chr3R	14256107	823	+	14	0,246,61,169,61,286
mir-2281	chr3R	14396398	103	-	6	0,103
mir-2493	chr3R	15130753	106	-	8	0,106
mir-3644	chr3R	15192296	61	-	5	0,61
lncRNA:CR43432	chr3L	14976625	1006	-	5	0,1006
lncRNA:CR43625	chr3L	15437200	513	+	2	0,513
asRNA:CR43159	chr3L	15520317	1237	-	2	0,1016,62,159
CG43248	chr3L	15530084	1389	-	12	0,443,136,307,407,96
CG43083	chr3L	15648570	555	+	15	0,54,57,237,68,139
CG43084	chr3L	15650851	541	+	13	0,103,91,347
CG43082	chr3L	15661866	413	+	14	0,25,57,207,62,62
mir-263b	chr3L	15843405	90	-	49	0,90
mir-4941	chr3L	16031188	103	+	2	0,103
CG43295	chr3L	16105851	577	+	13	0,51,73,453
CG43249	chr3L	16304281	381	+	13	0,39,57,285
lncRNA:CR32160	chr3L	16308939	2379	+	3	0,578,241,1560
CG43206	chr3L	16566749	551	+	14	0,183,119,249
mir-2500	chr3L	16998456	68	-	8	0,68
asRNA:CR43433	chr3L	17166862	680	+	1	0,183,64,433
mir-219	chr3L	17315005	100	+	32	0,100
snoRNA:Edc3-a	chr3L	17528699	141	-	1	0,141
scaRNA:MeU4-A65	chr3L	17628056	147	+	4	0,147
CG43085	chr3L	17645485	1252	-	16	0,836,59,357
lncRNA:CR32194	chr3L	18085304	1754	-	2	0,1657,75,22
lncRNA:CR43306	chr3L	18294603	1197	+	4	0,148,520,270,56,203
lncRNA:CR43280	chr3L	18440729	1142	+	1	0,222,55,865
lncRNA:CR32027	chr3L	18841578	1208	+	11	0,570,65,53,79,441
mir-315	chr3L	18860970	84	+	42	0,84
CG43049	chr3L	18925089	1019	+	14	0,298,48,150,228,295
CG43407	chr3L	19052901	488	-	13	0,488
mir-9a	chr3L	19565130	78	+	79	0,78
lncRNA:CR43461	chrX	6732716	3201	+	2	0,151,2763,287
lncRNA:CR43496	chrX	6758609	882	-	3	0,882
mir-4956	chrX	7085736	117	-	3	0,117
CG43198	chrX	7452693	643	-	13	0,135,55,136,57,260
lncRNA:CR43279	chrX	7494543	953	+	1	0,308,58,139,65,161,62,160
CG43138	chrX	7528303	493	+	12	0,493
asRNA:CR43615	chrX	7872826	814	+	2	0,814
lncRNA:CR43297	chrX	8724673	1228	+	1	0,436,383,409
CG43255	chrX	8923959	490	+	12	0,490
mir-4964	chrX	8965800	112	+	2	0,112
mir-31b	chrX	8993304	127	-	43	0,127
mir-13b-2	chrX	9091229	70	+	62	0,70
mir-4916	chrX	9236459	59	-	2	0,59
snoRNA:CG16892-a	chrX	9274713	147	+	1	0,147
lncRNA:CR43498	chrX	9727922	566	-	1	0,566
mir-2492	chrX	11547421	76	+	6	0,76
CG43156	chrX	11906451	417	-	14	0,247,87,83
lncRNA:CR43157	chrX	11919124	533	-	1	0,182,52,94,72,133
mir-970	chrX	12636335	95	+	31	0,95
asRNA:CR43636	chrX	12970475	2738	-	1	0,499,1874,97,64,204
asRNA:CR43152	chrX	12973824	791	-	1	0,636,58,97
mir-971	chrX	13062071	96	+	19	0,96
mir-4917	chrX	14199544	77	+	1	0,77
CG43088	chrX	14702357	1297	+	15	0,206,54,427,58,552
CG43075	chrX	15220270	906	-	14	0,352,70,165,79,240
CG43076	chrX	15222656	926	-	14	0,399,93,162,62,210
mir-4957	chrX	15319953	84	-	1	0,84
mir-283	chrX	15507955	100	+	47	0,100
mir-304	chrX	15508958	88	+	45	0,88
mir-12	chrX	15509472	74	+	64	0,74
asRNA:CR43299	chrX	15662288	3419	-	1	0,1262,276,449,69,1042,167,154
mir-927	chrX	15965946	92	-	25	0,92
mir-4958	chrX	16080922	134	-	2	0,134
mir-985	chrX	16191253	86	-	13	0,86
mir-4965	chrX	16606107	87	+	3	0,87
CG43077	chrX	17067303	1220	-	14	0,673,154,174,66,153
lncRNA:CR43491	chrX	17378375	629	-	2	0,629
CG43221	chr2L	17485756	609	+	13	0,95,110,258,77,69
CG43220	chr2L	17486563	238	+	13	0,91,75,72
lncRNA:CR43304	chr2L	17541853	530	+	2	0,81,61,388
mir-124	chr2L	17566369	100	+	64	0,100
mir-287	chr2L	17574609	93	+	16	0,93
CG43054	chr2L	17627858	531	+	14	0,531
CG43231	chr2L	17704680	1462	+	14	0,230,62,230,59,572,161,148
lncRNA:CR43419	chr2L	17792411	1283	+	1	0,1283
lncRNA:CR43420	chr2L	17893811	923	+	1	0,923
CG43271	chr2L	17914364	659	-	12	0,471,115,73
lncRNA:CR43274	chr2L	17918551	580	-	1	0,499,61,20
asRNA:CR43413	chr2L	18200335	800	+	1	0,226,88,486
lncRNA:CR43408	chr2L	18256530	644	+	1	0,644
CG43362	chr2L	18291252	210	-	14	0,87,58,65
lncRNA:CR43358	chr2L	18293732	324	-	1	0,213,53,58
CG43354	chr2L	18309186	260	-	13	0,134,56,70
lncRNA:let7C	chr2L	18455716	17416	+	18	0,247,14905,1629,62,573
mir-100	chr2L	18471433	100	+	58	0,100
mir-let7	chr2L	18472033	78	+	170	0,78
mir-125	chr2L	18472314	110	+	68	0,110
mir-4946	chr2L	18867045	116	-	2	0,116
lncRNA:CR43363	chr2L	19517991	641	-	2	0,210,62,30,68,271
mir-2a-2	chr2L	19569489	72	-	81	0,72
mir-2a-1	chr2L	19569896	76	-	83	0,76
mir-2b-2	chr2L	19570181	83	-	80	0,83
lncRNA:CR43097	chr2L	19910647	1164	-	3	0,1164
lncRNA:CR43620	chr2L	19978828	895	+	1	0,895
lncRNA:CR43414	chr2L	20296642	657	-	2	0,657
lncRNA:CR43606	chr2L	20316004	1619	-	1	0,957,333,329
lncRNA:CR43607	chr2L	20437263	1438	-	1	0,361,70,67,577,363
CG43233	chr2L	20472792	593	-	12	0,424,52,117
mir-1	chr2L	20487440	91	+	107	0,91
mir-4973	chr2L	20562297	151	+	1	0,151
lncRNA:CR43608	chr2L	20607042	805	-	3	0,805
mir-133	chr2L	20616616	98	+	38	0,98
mir-288	chr2L	20618365	97	-	17	0,97
scaRNA:PsiU2-38.40.42	chr2L	21177039	137	-	2	0,137
mir-4974	chr2L	21263932	102	+	3	0,102
lncRNA:CR43148	chr2L	21624678	1512	+	1	0,1512
lncRNA:CR43486	chr3R	6126475	677	-	2	0,677
lncRNA:CR43487	chr3R	6127228	727	-	3	0,727
snoRNA:83E4-5	chr3R	6375358	140	+	2	0,140
mir-993	chr3R	6776332	119	+	21	0,119
lncRNA:CR43435	chr3R	6778116	836	-	1	0,836
mir-10	chr3R	6809505	77	-	69	0,77
CG43448	chr3R	30237093	641	-	16	0,377,57,60,55,92
mir-4908	chr3R	30506828	59	+	2	0,59
CG43290	chr3R	7348848	704	-	14	0,366,120,218
mir-4950	chr3R	7451451	92	+	2	0,92
lncRNA:CR43238	chr3R	30746684	488	-	3	0,488
mir-1013	chr3R	30791635	61	-	17	0,61
mir-4948	chr3R	31051097	106	-	3	0,106
lncRNA:CR43458	chr3R	31132329	721	+	1	0,721
mir-4949	chr3R	31219273	99	-	1	0,99
CG43254	chr3R	7738964	599	-	14	0,280,51,60,57,151
scaRNA:MeU2-C41	chr3R	7921951	122	+	5	0,122
CG43060	chr3R	8041223	14747	+	13	0,36,73,443,13478,717
CG43618	chr3R	8049166	290	+	13	0,117,65,108
CG43061	chr3R	8049672	387	+	16	0,107,58,222
lncRNA:CR34046	chr3R	31709274	514	+	5	0,106,70,338
mir-1014	chr3R	31753523	68	-	15	0,68
lncRNA:CR43436	chr3R	31767123	667	-	1	0,667
lncRNA:CR43302	chr3R	8197319	392	-	2	0,392
lncRNA:CR43303	chr3R	8201479	515	+	1	0,115,63,337
mir-4918	chr3R	8308430	55	-	1	0,55
lncRNA:CR43256	chr2R	5127248	2048	+	1	0,94,60,121,943,47,459,324
lncRNA:CR41443	chr2R	5253944	1351	+	1	0,1351
scaRNA:PsiU2-35.45	chr2R	5765179	140	+	3	0,140
asRNA:CR31429	chr3R	9022056	1962	+	2	0,1359,69,534
mir-4975	chr2R	6707162	111	-	2	0,111
lncRNA:CR43611	chr2R	6707305	1655	+	1	0,70,1069,44,60,86,84,242
mir-4976	chr2R	6835532	103	-	4	0,103
lncRNA:CR43301	chr3R	9338223	1769	-	3	0,1769
mir-2283	chr3R	9517523	76	+	7	0,76
CG43123	chr2R	7402756	1114	+	14	0,60,125,929
CG43267	chr2R	7404034	407	+	13	0,48,49,310
mir-4977	chr2R	7406732	105	-	1	0,105
scaRNA:PsiU1-6	chr3R	9713606	158	+	2	0,158
mir-317	chr3R	10091125	92	+	76	0,92
lncRNA:CR43459	chr3R	10093760	7596	+	3	0,7596
mir-277	chr3R	10100021	100	+	87	0,100
mir-34	chr3R	10100935	99	+	87	0,99
CG43341	chr2R	7632840	1040	+	12	0,1040
mir-4909	chr2R	7711416	60	+	3	0,60
mir-4980	chr2R	7786321	122	+	1	0,122
mir-4960	chrX	569902	101	+	1	0,101
mir-4961	chrX	1373622	133	+	4	0,133
mir-981	chrX	1788860	97	-	32	0,97
mir-2496	chrX	2010299	118	+	5	0,118
mir-4954	chrX	2029003	91	-	1	0,91
mir-3641	chrX	2171085	69	+	3	0,69
asRNA:CR43637	chrX	2200622	1235	-	3	0,444,68,69,50,604
lncRNA:CR34052	chrX	2321757	507	-	5	0,303,64,140
lncRNA:CR33218	chrX	2330158	668	+	7	0,197,57,414
mir-4955	chrX	2544739	169	-	2	0,169
lncRNA:CR43494	chrX	2750918	498	-	1	0,498
lncRNA:CR34335	chrX	3545749	361	-	8	0,361
mir-4962	chrX	3777381	124	+	2	0,124
lncRNA:CR43298	chrX	4001209	398	-	1	0,215,82,101
CG43288	chrX	4213024	397	+	13	0,38,55,304
CG43134	chrX	4247312	473	+	12	0,70,66,337
CG43135	chrX	4248376	281	+	13	0,57,63,161
mir-982	chrX	4365805	93	-	24	0,93
mir-303	chrX	4366178	70	-	24	0,70
mir-983-1	chrX	4368308	91	-	18	0,91
mir-983-1	chrX	4368487	91	-	18	0,91
mir-983-2	chrX	4368303	99	-	17	0,99
mir-983-2	chrX	4368482	99	-	17	0,99
mir-984	chrX	4368645	90	-	24	0,90
asRNA:CR43614	chrX	4368785	4686	-	1	0,595,2614,259,1143,75
lncRNA:CR43495	chrX	4873999	383	-	1	0,383
mir-3645	chrX	5622279	137	-	4	0,137
mir-4963	chrX	5790752	109	+	2	0,109
lncRNA:CR43264	chrX	5831897	318	-	2	0,318
CG43136	chrX	5853760	704	+	14	0,704
CG43137	chrX	5864549	602	-	13	0,419,60,123
CG43115	chrX	6065728	688	-	13	0,688
CG43090	chrX	6199215	676	-	14	0,514,52,110
lncRNA:CR43421	chr2R	19939881	663	-	1	0,663
CG43195	chr2R	19944262	1615	-	12	0,156,62,151,60,95,53,330,60,157,52,95,47,297
CG43308	chr2R	20562462	539	-	12	0,308,52,179
mir-310	chr2R	20583751	89	-	72	0,89
mir-311	chr2R	20583876	84	-	60	0,84
mir-312	chr2R	20584055	66	-	63	0,66
mir-313	chr2R	20584189	71	-	58	0,71
mir-2498	chr2R	20584708	112	-	10	0,112
mir-991	chr2R	20585199	96	-	21	0,96
mir-992	chr2R	20585313	92	-	18	0,92
mir-7	chr2R	20606066	88	+	108	0,88
asRNA:CR43160	chr2R	20896993	1636	+	2	0,316,65,380,76,799
lncRNA:CR9284	chr2R	21803401	937	+	11	0,165,48,724
CG43393	chr2R	22089422	1269	-	13	0,791,77,82,54,265
lncRNA:CR43422	chr2R	22291716	679	+	1	0,679
CG43326	chr2R	22655548	1450	-	13	0,205,69,642,152,382
asRNA:CR30267	chr2R	22756164	2831	+	3	0,348,1337,1146
lncRNA:CR32835	chr2R	22951147	2653	-	4	0,771,69,73,1361,379
mir-4939	chr2R	22985210	109	-	1	0,109
CG43207	chr2R	23152747	571	+	14	0,80,57,78,59,297
HP1Lcsd	chr2R	23313016	838	-	16	0,285,500,53
snoRNA:Me18S-C419	chr3L	27267953	70	+	2	0,70
asRNA:CR43480	chrX	23090323	3286	+	1	0,164,733,417,51,132,113,451,99,1126
mir-969	chrX	18124356	94	+	17	0,94
mir-210	chrX	18128218	100	+	45	0,100
CG43133	chrX	18129584	594	-	15	0,493,53,48
CG43229	chrX	18138541	459	+	13	0,44,40,375
lncRNA:CR43492	chrX	18586222	997	-	3	0,575,65,357
lncRNA:CR43409	chr2L	11290631	446	-	2	0,446
CG43153	chr2L	11521764	1012	-	16	0,616,283,113
CG43438	chr2L	11536144	700	+	13	0,302,60,338
CG43167	chr2L	11657409	583	+	13	0,583
lncRNA:CR43314	chr2L	11952199	18895	-	4	0,9868,8189,838
mir-bft	chr2L	11953409	94	-	72	0,94
mir-4986	chr3L	9733658	122	-	3	0,122
mir-4959	chrX	19169130	118	-	1	0,118
lncRNA:CR43356	chr2L	12174089	549	-	2	0,435,51,63
snoRNA:SC35-a	chr2L	12432798	152	-	2	0,152
snoRNA:SC35-b	chr2L	12433025	155	-	1	0,155
mir-967	chr2L	12460003	97	-	13	0,97
